Date,Open,High,Low,Close,Adj Close,Volume
10/4/2017,252.690002,253.440002,252.559998,253.160004,239.151901,55953600
10/5/2017,253.539993,254.679993,253.199997,254.660004,240.568893,63522800
10/6/2017,254.149994,254.699997,253.850006,254.369995,240.294952,80646000
10/9/2017,254.630005,254.699997,253.649994,253.949997,239.898193,35803100
10/10/2017,254.600006,255.050003,253.979996,254.619995,240.531113,43057400
10/11/2017,254.509995,255.020004,254.320007,255.020004,240.908981,47674300
10/12/2017,254.660004,255.059998,254.369995,254.639999,240.550003,47065100
10/13/2017,255.139999,255.270004,254.639999,254.949997,240.84285,54800400
10/16/2017,255.210007,255.509995,254.820007,255.289993,241.164063,38221700
10/17/2017,255.229996,255.520004,254.979996,255.470001,241.334076,31561000
